1510	1202
2605	1348
2166	118
2647	473
576	503
1851	118
2536	1307
957	752
951	328
1101	509
2698	1400
2070	2069
1583	973
2026	2025
934	94
1542	251
711	539
1358	876
2335	1474
1667	162
1154	1007
1586	687
2237	1240
1717	1114
1234	22
1893	920
2147	374
1552	1505
1790	695
1042	6
631	567
2236	805
2557	1610
484	103
845	766
1257	1206
1102	515
1358	764
1571	1045
2466	425
2612	1280
1277	755
2210	104
1566	768
1864	232
1358	645
2520	1428
1956	1954
2283	1131
720	392
2707	2706
2024	885
2473	217
1388	964
2182	1285
693	334
1936	1932
1914	1849
163	47
1167	643
2178	415
952	517
1512	342
2248	837
1413	253
2203	731
826	610
2321	1682
1607	1099
2451	2390
1089	399
2122	2121
1701	215
2079	236
1954	1128
1542	219
417	306
2243	1503
687	290
1141	963
429	196
1054	990
2275	1954
2186	756
2014	88
1740	1725
1939	19
2119	218
1370	778
1805	426
777	702
2143	1367
1800	1072
2344	279
1579	1183
2182	2131
2185	1538
232	231
1682	948
2076	2075
719	306
1747	1148
2381	1666
1743	1412
2453	354
1381	798
812	251
582	140
1967	1703
2325	1991
2378	1018
2376	911
1193	306
1777	1623
2407	643
2136	1671
1358	489
2140	927
876	558
1701	1299
2510	1899
2263	94
2372	687
2238	627
1826	264
2564	1451
1963	1022
2548	582
2351	906
1921	827
1849	1013
2071	1840
180	158
2392	1740
2366	1738
876	834
1416	305
2309	1399
2113	1743
2186	1279
2450	754
1171	681
2577	1235
1134	579
1928	1447
1708	1358
2310	1920
1821	603
1592	779
1224	779
2054	1042
239	65
1051	911
1257	1135
1828	1827
1567	722
1770	306
1542	1300
502	285
2056	734
1968	1703
2394	1174
2300	1196
383	309
2094	36
1966	463
507	402
1801	1505
1731	1358
1769	109
1174	162
656	306
1986	968
1868	316
1532	39
2309	1021
747	540
1871	417
633	0
2332	1481
1987	1295
1951	622
1788	1624
1172	467
2667	2076
1358	501
1825	392
1096	411
1156	897
2221	1317
2089	306
525	415
2485	2050
2043	429
2169	131
2509	1365
515	444
1764	628
1472	756
423	347
1739	53
2282	1351
1273	722
2327	1778
2394	1027
1800	476
2491	1899
733	678
2423	304
589	121
1464	1013
2187	1692
1725	59
1805	109
2180	257
1979	436
2652	2439
1986	215
418	269
2167	957
1013	69
1908	211
1883	661
1072	236
1640	36
1259	356
980	589
1829	1070
2108	1519
1824	360
2140	2139
2476	1596
2388	551
544	456
1780	139
2148	509
1944	336
1926	1920
1602	95
1413	877
388	118
2067	1477
1784	1072
1169	823
1634	82
2326	1782
1815	310
1190	1184
2507	353
2500	1874
1325	1000
2336	1428
1770	1623
2387	638
1782	426
2242	2241
893	783
2682	2679
1944	352
1847	88
2376	813
1628	525
671	441
1914	1905
1892	1889
909	445
2556	1610
2297	1796
2330	2203
1527	331
1880	1269
756	512
1927	1435
2472	667
2122	2066
1445	681
1124	1075
2621	1959
1973	1683
1776	1572
1970	1703
1460	1185
1203	461
2050	1616
1726	1358
836	519
2182	52
862	733
1992	1986
1749	1229
1970	271
1188	1187
2009	1986
2702	1536
1010	443
2555	2338
2349	2346
1910	121
2609	2601
2172	1628
1520	83
1013	181
401	54
2145	2144
1433	1035
2288	2287
1948	310
1358	684
1969	1703
1291	1224
889	800
464	403
1849	1616
598	521
1124	1086
2129	1119
1256	1091
130	88
1533	1109
2246	2243
1103	998
914	150
876	73
2103	1309
2270	128
2109	1396
1120	1110
2508	507
1620	359
1250	202
2507	1250
2409	1057
2352	577
1156	55
885	878
1604	902
2362	442
1919	1402
2422	1920
2393	368
401	104
1464	850
2448	762
2199	456
794	733
894	640
2689	2554
1169	628
456	95
2503	1038
2106	36
306	112
1820	1701
1909	1171
1669	429
1390	856
2359	687
1654	1567
2442	1229
2034	1026
2465	1102
1796	1794
1300	507
1701	1440
1810	962
1907	717
1031	48
2351	1129
2195	663
2253	1697
1896	709
1856	1701
2381	1662
1988	1986
2206	48
580	59
1869	1701
2591	234
1966	362
2176	4
1537	441
2293	2155
2329	397
1013	510
1488	1465
2614	1599
2085	306
1701	699
2021	65
1873	1701
1650	1113
2141	2139
1468	146
2240	1157
2107	399
231	176
1742	1358
2090	1335
2046	2045
2546	952
2140	1301
2152	1224
2451	1757
1944	310
2045	236
2147	658
1690	118
1533	492
310	150
1814	1810
1975	1973
2365	998
2386	885
1619	392
1523	548
2240	1443
1998	191
1546	341
2057	1628
1941	1300
869	232
1978	478
2276	1115
2009	553
1666	606
745	553
1433	931
1802	1072
2105	490
2182	858
2466	1758
2481	610
1344	25
623	515
2394	1085
2596	1745
1827	1826
2658	1642
2330	861
2204	1952
2339	1558
2447	1037
1895	1566
1914	955
817	221
2313	1708
1660	1224
1803	659
1215	1131
2068	1330
2419	1848
1117	434
2513	1684
1759	569
2671	1071
1483	742
1358	689
1477	1098
2412	197
1131	1121
2029	1579
2077	486
743	88
2200	1580
1703	789
1810	351
1797	1336
1882	88
1589	101
1639	177
1997	1986
704	389
364	263
1947	310
2383	299
1217	396
1777	426
1572	306
1220	239
1098	918
2654	403
306	126
502	279
1224	682
787	325
2045	1787
2059	1435
2086	1505
1799	1072
1382	281
2469	365
2519	1365
2571	1386
2419	65
1450	1225
2220	1169
958	306
1457	1019
2541	2303
2295	1655
1677	1309
2534	729
1169	853
1339	154
1914	596
2075	775
1351	262
1620	905
734	95
1986	201
1326	928
1441	241
1650	1360
1542	338
1692	1472
1884	113
156	155
2029	472
1985	438
306	109
139	103
2446	609
1358	616
2587	1046
2420	640
2033	1002
1497	549
2197	965
670	267
2133	434
1473	598
1858	1701
1873	1820
2309	461
1131	436
2045	1337
2555	792
2146	1101
2451	268
938	618
1421	1420
2425	1526
1784	133
1935	1176
2229	266
1400	886
2217	231
2034	1807
1251	102
1914	1675
1810	1004
1500	1133
2451	1804
2450	1527
1590	863
1842	816
505	406
1634	1461
2017	1487
1735	1282
1195	868
1719	1169
2504	2095
598	165
1507	989
2217	2164
1820	1810
1171	649
1494	436
1776	960
1042	1025
2440	867
1256	982
389	359
1830	889
1096	397
2054	456
1535	1351
973	115
1451	194
2187	1472
1097	857
2155	74
1754	1358
1307	804
1358	1281
1408	370
739	393
2570	727
2365	616
2576	2056
2681	361
2155	539
1224	1222
2069	702
1765	290
2010	161
1992	1185
2318	1779
955	175
1358	101
1623	1560
1935	877
2560	1114
2521	2204
2305	453
1361	565
2357	2356
980	121
2672	2671
2230	482
258	89
415	204
1765	1720
2034	691
2063	1326
1598	1093
1980	1979
1653	1369
240	172
1731	1717
2114	1083
2080	608
2642	358
1553	1409
1362	1351
2147	1664
2409	716
838	270
2335	151
2045	519
2028	2025
2558	1249
1540	525
736	734
1843	1013
2004	316
1723	1358
514	478
1742	174
1758	464
1808	579
498	436
1072	306
763	707
1002	740
1941	1542
1131	510
2123	2003
2136	1655
2148	1242
1413	219
2295	2155
2287	610
1989	460
1965	1964
819	364
1701	226
1880	661
2549	582
1904	1360
1868	766
1984	1529
997	182
1679	1316
2288	114
2077	1704
2470	1475
2597	915
2654	1037
1469	756
2317	1403
1701	13
1703	1417
1959	904
1363	507
2394	600
2081	484
2034	1894
2155	1152
1746	1358
1131	242
994	579
413	374
2360	606
1803	1072
2680	1522
1849	447
2068	1377
1844	868
2166	1029
2265	1322
152	43
2044	429
2376	1202
1751	1426
2238	1969
859	487
884	152
2491	1960
2322	1705
1851	1013
2183	95
2667	2075
2291	733
1353	661
1908	1529
2056	1841
1325	327
1869	199
1907	566
1807	429
1701	1052
1778	1552
2648	1532
2123	330
2248	996
2555	1728
1848	1013
2516	694
2056	1680
1604	46
1042	74
2563	1050
1035	915
2679	1639
1728	1358
2527	540
2138	548
1746	1678
1942	150
1297	766
2066	2065
1475	614
2450	1620
845	316
1022	541
2453	1839
1280	449
1986	45
2512	569
2553	1470
1336	86
1038	933
2232	315
1103	53
1481	1042
2080	655
2572	2570
1927	1924
2395	2394
1518	577
739	735
2000	1986
1358	228
2564	1380
897	146
2268	733
964	257
2130	1261
1560	505
479	132
2287	826
441	344
1958	1237
1669	1481
1302	1006
2668	14
1258	644
2168	876
857	470
2499	1117
1679	1247
1358	957
1940	507
1787	306
2215	457
1127	553
1917	1914
848	228
1311	468
740	141
2599	2555
2235	676
964	734
1863	532
1527	415
1140	476
593	415
1765	1358
1182	472
1894	1149
1756	650
2309	1869
2485	1370
1914	1539
2399	1443
1443	1240
1931	1413
2168	2083
1312	904
1568	748
756	433
1927	738
1251	505
1388	734
1905	210
2053	1628
2288	610
1966	1702
1370	779
1505	773
1964	248
854	470
1973	1333
1358	155
2517	2516
1254	657
2685	2452
2370	2367
1348	218
2045	1776
816	483
1801	1035
1940	402
1923	1416
2146	509
1354	371
2249	2130
1358	999
2492	111
1358	90
1152	897
2357	94
1559	283
1661	1013
2219	485
2189	1682
1046	91
2367	1093
2365	391
1358	1149
790	171
1025	373
1358	289
2002	2001
1238	154
1624	887
2546	628
2132	1163
2632	2539
1537	1455
733	435
1413	776
1959	379
1072	945
2324	1282
1531	1264
1701	416
1330	1204
1239	743
1358	929
2546	466
2480	1359
1842	1538
565	513
2132	1463
1911	1368
2327	699
1653	1585
2155	280
2405	1980
1070	728
1441	371
1418	78
2475	2344
1077	389
1223	568
2078	836
1457	649
735	701
137	135
1927	305
2706	169
901	731
1949	310
2508	1941
1463	555
2155	1118
867	657
1569	450
1115	593
1441	1128
2308	482
2356	675
2674	1109
2675	2671
457	51
2405	2281
472	264
2280	242
1832	889
1358	30
1583	1013
1621	1424
1509	1262
1713	88
2291	481
1308	1254
2270	2269
1413	812
2573	2570
2465	2464
1577	1099
1358	1238
2016	88
2238	1702
1352	506
1777	1624
661	344
1725	1070
2032	1336
1935	1542
1986	1023
2269	1619
1884	854
2130	983
1620	1358
1897	1896
1441	1060
1771	306
2539	237
2367	1147
1864	1701
2448	2446
2439	1229
719	303
1380	1379
2590	1498
1781	36
1317	796
2530	2442
2299	1795
2221	823
1216	1067
2573	1877
1948	1819
1762	111
2379	1107
1740	1358
1372	1362
1770	1245
1998	695
1773	487
1649	94
1505	330
1630	1269
399	133
2436	2112
1810	568
2543	1000
1650	107
563	109
1137	725
2240	963
2235	612
1545	368
2486	455
1525	1370
2371	1147
1119	1111
2696	2615
2296	1134
1542	297
2360	2027
452	133
2309	994
2091	218
1721	689
1358	757
1913	1296
1495	93
2355	94
2244	281
1623	126
1155	881
1061	783
1737	1169
2118	1894
2396	504
1358	797
1924	942
1961	1022
1865	1147
1788	1505
1998	1986
2597	1725
2133	276
598	143
1984	1266
2394	504
1810	716
1646	1358
1978	621
665	332
1297	598
1973	504
2580	186
1598	1090
2101	702
2681	1449
1228	186
813	339
588	33
1283	1282
2034	1319
2464	1795
2403	836
2083	505
1950	1605
2108	693
1430	632
1232	624
1874	1567
2202	2181
667	456
2456	817
1616	539
688	492
2117	770
1652	498
60	37
2169	2168
1173	353
2083	752
2396	1420
1743	704
787	55
1817	1810
1718	1358
598	201
2080	112
2033	788
802	121
1780	1623
2497	388
1993	1986
512	172
2559	2308
2071	725
854	203
1971	1702
2416	1152
615	59
1320	1050
2194	214
787	438
1981	1526
2301	2008
1448	102
2412	1997
2035	733
1785	317
2089	2085
2056	100
1577	1334
2045	341
2488	85
412	56
1149	985
1966	946
1383	403
1795	1794
1780	1773
781	218
1489	1004
1977	1526
2240	2238
606	531
1157	963
2154	1660
183	182
828	444
1927	405
1735	562
2580	1536
2133	2131
1095	230
2155	1224
1892	1580
1103	796
2707	598
2547	488
1740	1627
2317	25
2052	1042
2172	525
2272	1441
2394	1421
1325	1095
1583	366
1080	697
1911	945
1358	613
1413	402
1907	1906
1902	844
2025	149
491	190
1983	55
2269	1903
1358	831
153	109
2260	1417
1842	1013
864	104
286	33
608	191
2169	683
1293	65
1671	210
2380	2123
1986	1873
1716	1358
1742	1427
2399	2240
1317	1040
2213	51
1710	687
2646	194
1276	1022
728	644
1478	694
783	638
581	454
2464	584
1049	866
1932	402
2644	1885
2677	1257
1919	1224
1634	1349
1524	434
2177	398
2151	1224
279	270
1215	1203
1986	1709
2307	1067
1265	733
2668	2075
1841	736
2391	1740
1169	1040
441	70
2303	45
1743	389
809	548
1358	246
2078	236
2492	1169
2596	1725
2685	1718
2540	2539
776	402
1410	1121
1869	205
2268	1278
2112	1690
1701	1334
2136	1121
2534	605
356	211
2642	1756
1243	1041
1765	1744
1692	240
1857	1701
1733	1072
2385	2152
2390	1041
573	306
1701	1453
1986	1574
1819	1810
2579	972
1946	310
1921	1416
1183	472
1827	1409
1745	1214
1388	257
446	118
1761	1721
2422	847
1133	1131
2493	855
2306	453
2238	151
1676	1074
2289	584
1960	1360
1693	1391
2045	1791
2048	2045
210	164
1072	958
2227	1399
1668	355
1986	681
1091	982
1825	1824
2519	2114
2217	175
1203	424
1740	1072
1013	836
1952	1951
1914	830
1798	329
1758	860
1656	1367
2520	1429
1577	1055
2189	1926
544	74
1795	798
2195	1333
2367	15
1978	249
2530	936
347	81
1798	1656
992	496
1287	1164
1723	565
2640	1519
1271	599
2139	24
2199	544
1341	868
1751	1358
1290	212
1901	119
2556	626
1105	578
1577	1221
2067	2065
883	227
1798	306
2018	851
2360	27
2671	2249
1775	350
1955	676
1663	1119
1710	372
